install_datetime,google_aid,device_manufacturer,appmetrica_device_id,os_name,os_version
2025-11-30 15:19:11,,Infinix,14096381243521937730,android,15
2025-11-13 23:57:03,,Samsung,16235273466835098275,android,16
2025-11-15 11:46:15,,Redmi,427782959014350208,android,15
2025-11-15 14:11:02,,Samsung,1442094260501485641,android,12
2025-11-16 11:52:09,886b988d-5131-491d-b3d5-1efa746a197f,PIXPRO,9847824473783287222,android,10
2025-11-16 05:09:30,,Samsung,13798048264477008193,android,13
2025-11-20 04:59:33,,Samsung,14946983678381852280,android,11
2025-11-22 21:18:55,,Samsung,156135904115729570,android,16
2025-11-23 17:18:17,,Samsung,9502515046257363478,android,11
2025-11-23 18:23:01,,Samsung,16195880290072450605,android,12
2025-11-24 17:43:02,,Motorola,11850827778370781769,android,14
2025-11-24 19:22:41,,Samsung,17686509155976178219,android,8.0.0
2025-11-25 21:44:16,,Samsung,5464353969055874374,android,12
2025-11-25 00:41:25,,onn.,12781490497739053845,android,14
2025-11-25 20:55:51,,Samsung,17351914478501771420,android,14
2025-11-26 01:57:20,c2a5fbcd-969c-4592-a97d-082f06b4b3eb,Tecno,3751177182556816586,android,11
2025-11-27 18:55:25,,Samsung,12259633159094219484,android,16
2025-11-27 22:51:12,,Zte,14316709798695864714,android,13
2025-11-28 19:08:38,,Blackview,9588693307528571226,android,14
2025-11-28 02:56:01,,Redmi,14350617622032298420,android,11
2025-11-28 01:49:35,,Samsung,16194158444404737937,android,12
2025-11-29 15:00:47,,Redmi,739581109819631287,android,11
2025-11-29 19:26:39,d2940244-c2ac-4207-bc89-cbb10a871cff,Redmi,16367930072518814176,android,15
2025-11-30 13:21:57,,Oppo,12161782178383255643,android,10
2025-11-30 17:42:37,,Samsung,12283455542361006411,android,9
2025-11-30 17:50:44,,Acer,15344428325051533228,android,13
2025-11-05 10:17:42,3a6c6723-d082-40f8-bb21-10ca1ad1abe1,Samsung,295191205635870619,android,12
2025-11-14 15:57:45,,Realme,1890431664444398072,android,14
2025-11-17 16:10:17,b8f852db-efcc-4f7a-bafd-1706f54df816,Redmi,9316535811258286007,android,13
2025-11-18 14:07:39,,Motorola,5907637551645049333,android,14
2025-11-18 08:43:44,,Samsung,14954662140632225875,android,15
2025-11-19 10:04:39,,Samsung,6742566244112600288,android,14
2025-11-21 01:30:45,,Motorola,6621342727565220695,android,11
2025-11-21 23:57:15,,Redmi,9086911681281855269,android,11
2025-11-21 09:18:11,,Samsung,12794400061836751536,android,13
2025-11-22 10:50:33,,Samsung,1573043523408590931,android,9
2025-11-23 13:30:48,,Huawei,2091479948053505174,android,11
2025-11-23 15:06:51,,Redmi,2973018591347651334,android,10
2025-11-24 16:52:35,,Oppo,6065521172279208495,android,11
2025-11-24 22:46:01,,LG,10662117208287302859,android,11
2025-11-24 12:33:00,,Samsung,15840223098097664165,android,11
2025-11-24 16:15:09,,Samsung,17219560950668021563,android,16
2025-11-25 09:08:20,,Huawei,14822077839501085133,android,10
2025-11-25 06:24:56,,Infinix,14842562863990446079,android,14
2025-11-25 08:37:07,,Samsung,5275097367128454920,android,12
2025-11-25 10:48:28,,Samsung,16624155706229725929,android,12
2025-11-26 10:48:48,,Samsung,1593639974147289447,android,10
2025-11-27 09:38:37,,Lenovo,4935596113208439913,android,15
2025-11-28 01:53:26,,Redmi,2589560664337060319,android,11
2025-11-28 23:37:09,,POCO,5310663025024959032,android,15
2025-11-28 20:27:20,,Zte,8728577344841239827,android,14
2025-11-28 17:50:39,,Motorola,14838592719920305433,android,15
2025-11-29 02:11:53,,Oppo,94874750888887855,android,11
2025-11-29 00:02:21,,Samsung,1863723622224283552,android,12
2025-11-29 01:57:24,,Redmi,5447658367944978789,android,15
2025-11-29 04:05:23,,Samsung,12662628171601756385,android,14
2025-11-29 10:35:37,,Infinix,16851855555168927669,android,15
2025-11-29 17:04:03,8bba8641-9818-4b10-9cf5-26d31cb63949,Motorola,17462199567471780322,android,10
2025-11-30 03:43:39,,TCL,9130548010677129708,android,13
2025-11-04 12:05:08,e5f90f2f-e92b-4ef1-8f9b-f5c2b414f88f,Realme,15591776990816907155,android,13
2025-11-17 18:59:21,,Samsung,268261078648923514,android,10
2025-11-17 13:20:53,,Samsung,2285598169441680477,android,15
2025-11-18 18:23:50,8c7b22f6-027d-416c-8fe6-0b4aa88f9f92,Motorola,6243235398430175390,android,13
2025-11-21 09:00:15,,Huawei,17604448794403276957,android,9
2025-11-22 16:04:29,,Motorola,1078897781663534029,android,15
2025-11-22 18:33:35,,Samsung,16871718842091724009,android,15
2025-11-23 16:37:29,,Samsung,657077938307688009,android,15
2025-11-23 22:46:55,,Redmi,660890256851132798,android,13
2025-11-23 09:30:31,,Samsung,904151835578330671,android,13
2025-11-23 20:06:59,,Redmi,16507491170840227017,android,13
2025-11-24 01:06:29,,Motorola,13199935338733905800,android,14
2025-11-24 11:03:56,,Infinix,5331215753749365613,android,12
2025-11-25 14:42:23,,Oppo,7736935117749081553,android,14
2025-11-25 21:09:13,,Xiaomi,14017759622452115843,android,10
2025-11-25 10:51:18,,Realme,15287861019525828329,android,14
2025-11-26 15:14:09,,Redmi,1157577627243318545,android,15
2025-11-26 05:42:28,,Samsung,1265080495367502282,android,15
2025-11-26 08:26:03,d266f366-82b6-40c6-ad87-9a06315d8f6d,Redmi,1818459726363131237,android,13
2025-11-26 01:54:29,,Redmi,4709738415778815760,android,15
2025-11-26 16:38:58,1d2762e6-597c-497e-9cc4-d9b0a47f84a1,Redmi,5931088736771789524,android,15
2025-11-26 05:14:29,,Samsung,6307045546414521892,android,15
2025-11-27 00:26:36,,Motorola,5046310415218258374,android,10
2025-11-28 16:36:37,,Realme,4451251038617031935,android,12
2025-11-29 04:14:17,,Vivo,16669068530326065646,android,15
2025-11-29 02:50:45,,Oppo,18011284128192512419,android,15
2025-11-30 19:02:14,,Infinix,127217847528131517,android,10
2025-11-30 10:10:52,,Xiaomi,5026559812223373127,android,11
2025-11-30 23:52:05,,Samsung,6450505669625297527,android,14
2025-11-30 14:44:06,439e0e2b-b1e4-4554-ae09-d8137c6ef659,Samsung,10568510569951574498,android,14
2025-11-30 12:17:43,,Redmi,17480586971845533468,android,15
2025-11-14 21:14:22,,Samsung,7569432112429642677,android,15
2025-11-16 18:00:44,,Motorola,4399052446726240165,android,13
2025-11-18 09:31:51,,Samsung,3883653223827980222,android,16
2025-11-18 04:01:17,,Redmi,5478715577074427365,android,15
2025-11-20 18:44:52,,Vivo,7017236582866167551,android,11
2025-11-20 06:11:54,,Samsung,15365614394501566065,android,15
2025-11-21 05:18:45,,Redmi,10986983155137871737,android,11
2025-11-23 05:06:22,,Google,1991346750216075308,android,16
2025-11-24 05:31:07,,Infinix,7450916345781996437,android,12
2025-11-24 23:17:59,,Infinix,9668139603319986976,android,14
2025-11-25 16:12:54,,Nokia,2050625438831956485,android,11
2025-11-25 07:51:09,,Oppo,2333153239440910549,android,13
2025-11-26 14:32:26,,Samsung,1666633712150830817,android,12
2025-11-26 08:15:00,,Samsung,11104696999681693980,android,11
2025-11-26 20:47:06,,Redmi,13641257934736175836,android,10
2025-11-26 13:35:29,,Oppo,17876699409148593705,android,11
2025-11-26 16:26:18,,Redmi,17295907833406297011,android,13
2025-11-27 04:37:24,,Redmi,8425101027387658042,android,14
2025-11-27 11:13:30,,Oppo,9232573190836566299,android,15
2025-11-27 06:54:31,,Motorola,10776761940596396504,android,15
2025-11-28 16:28:03,,Redmi,1283271734382017147,android,13
2025-11-29 13:22:25,,Huawei,1534168773934775440,android,11
2025-11-29 21:46:01,747dd57d-5d5c-4396-8048-7c3e772c7c2a,Tecno,2774120453293980294,android,12
2025-11-29 12:58:09,,Samsung,10655480051981137789,android,15
2025-11-29 14:25:10,,Samsung,11189357703737417998,android,13
2025-11-29 21:55:14,,Motorola,12344571374608828010,android,11
2025-11-29 03:32:26,,TCL,13577853179280232001,android,12
2025-11-29 16:55:19,,Redmi,9343374695894654767,android,15
2025-11-30 11:31:23,,Redmi,11662731922089663686,android,14
2025-11-30 14:58:48,,Honor,14062717326841257852,android,13
2025-11-30 14:27:48,,Oppo,17516347213744220594,android,12
2025-11-30 07:15:47,,Oppo,17942344901684823827,android,11
2025-11-05 13:08:53,3e8d7bbc-d2aa-4b78-8775-c8ed6e96ece2,Samsung,7715493474836191439,android,9
2025-11-09 08:53:27,,Xiaomi,11179034710306387498,android,13
2025-11-13 19:31:56,,Redmi,6298495239014548289,android,14
2025-11-16 14:38:04,3a506d31-ae30-4cec-955b-00049e22e487,Oppo,10117889254370143786,android,8.1.0
2025-11-17 05:08:15,,Vivo,16728744310349860169,android,14
2025-11-17 06:00:52,,Oppo,17552095607782923712,android,8.1.0
2025-11-20 04:17:33,,Zte,4248716321078818138,android,11
2025-11-20 22:56:31,,Samsung,11360699643502965787,android,14
2025-11-20 02:44:20,13155c7b-17d2-4de5-b940-aa7744e759d8,Oppo,17872179206467494070,android,8.1.0
2025-11-21 10:19:29,,Redmi,13719751098892285203,android,14
2025-11-21 23:24:42,13155c7b-17d2-4de5-b940-aa7744e759d8,Oppo,17872179206467494070,android,8.1.0
2025-11-24 02:18:24,,Honor,3432753386191903504,android,14
2025-11-24 20:04:44,,Motorola,3637467579043015340,android,11
2025-11-25 15:53:20,68c6e1a4-5b87-4273-93d6-e5b1f5afdb5a,Vivo,7073620864843638359,android,14
2025-11-25 19:02:00,9e78c782-c0b6-4a89-8118-e4f7199fbe03,Samsung,16505594087708450927,android,15
2025-11-26 10:13:16,,Vivo,5447726141913028044,android,13
2025-11-26 22:28:28,,Realme,13431299006370670446,android,11
2025-11-27 18:19:13,c1a4ea19-6283-49b5-b3a0-ea2220980924,Redmi,4894988945216547547,android,15
2025-11-27 08:52:49,,Samsung,9822209703855663343,android,15
2025-11-27 10:16:33,,Umax,11823144917760727434,android,12
2025-11-28 15:29:37,,Redmi,5799833997969315517,android,15
2025-11-28 15:35:04,,Samsung,9720929265074384263,android,11
2025-11-29 12:09:23,,Lenovo,9915206236765125148,android,15
2025-11-29 11:21:44,,Samsung,10859843777434609841,android,16
2025-11-30 19:09:21,,Motorola,6126161039710754100,android,15
2025-11-30 16:05:41,,Cubot,7215891495266548450,android,13
2025-11-30 07:32:55,,Samsung,16313732809988266485,android,11
2025-11-04 11:17:48,e5f90f2f-e92b-4ef1-8f9b-f5c2b414f88f,Realme,9375088436839739348,android,13
2025-11-17 00:09:23,,Samsung,16519250980162336124,android,13
2025-11-18 15:43:05,e375d59d-a6ea-4bf8-9dcd-c226a9215036,Huawei,1714501377837623862,android,9
2025-11-20 13:13:23,,Samsung,1628501553465639043,android,14
2025-11-20 23:48:02,,Motorola,12669462430459154353,android,11
2025-11-21 17:57:22,,Redmi,11837362683239144837,android,13
2025-11-22 17:53:55,,Samsung,758501955621750684,android,15
2025-11-23 06:35:38,,Zte,6689758003111642868,android,9
2025-11-24 22:58:14,,Samsung,13731455324145690479,android,13
2025-11-24 15:45:53,,Redmi,16177620172268448328,android,11
2025-11-25 20:38:14,,Realme,5260691430586374166,android,11
2025-11-25 20:13:49,,Samsung,7919996929996920240,android,14
2025-11-25 15:34:49,,Samsung,13022604882687826761,android,14
2025-11-25 16:22:03,2f12257c-bb09-4cd6-aba8-80e8315c229b,Tecno,14514490771714820250,android,14
2025-11-25 13:15:21,143773d3-f768-4315-a004-20aba4083814,Samsung,18031212205576506006,android,11
2025-11-25 10:54:32,,Xiaomi,6877402544815892400,android,9
2025-11-27 20:44:29,c2635551-235a-420a-b297-c88187978cd6,Google,13706022536590598571,android,13
2025-11-28 12:37:50,,Samsung,1258391665491090767,android,15
2025-11-28 18:03:40,,Samsung,2666176751945743804,android,16
2025-11-28 14:42:16,,Samsung,3118238966538301634,android,12
2025-11-28 21:28:16,,Oppo,6675531068620731698,android,15
2025-11-28 15:57:49,,Redmi,6901580785664091246,android,12
2025-11-28 23:35:12,,Samsung,13119034935611905482,android,15
2025-11-29 05:47:33,,Redmi,15209213234500130542,android,13
2025-11-29 11:20:20,,Samsung,15693063434682270013,android,12
2025-11-29 17:05:20,,Infinix,17732327079007536718,android,12
2025-11-30 02:40:49,,Oppo,13681332924260049553,android,10
2025-11-30 18:58:30,,Redmi,15393787712710314450,android,14
2025-11-14 21:03:32,,Oppo,6360811077541466381,android,8.1.0
2025-11-16 09:20:15,,Xiaomi,5268443031541235311,android,14
2025-11-17 08:30:20,,Samsung,10987646446472888050,android,12
2025-11-17 15:22:21,,Redmi,11184177762796775141,android,15
2025-11-17 00:24:50,,Samsung,13100879356010448401,android,10
2025-11-17 14:52:19,,Xiaomi,13903630638999529481,android,9
2025-11-18 15:24:40,,POCO,1248293190610042216,android,12
2025-11-18 06:18:41,5b63849d-fb13-4c3d-9876-257fe191d4aa,Vivo,12174216146213545400,android,10
2025-11-18 10:51:02,9e09c4c4-e95b-46c0-809c-c7cb9f9c7c84,Samsung,16201505870303651799,android,13
2025-11-19 21:05:10,,Samsung,16441718305710489589,android,14
2025-11-20 13:22:41,,Lenovo,5291500681179745373,android,13
2025-11-21 14:15:27,f2c7338b-b58a-4448-9791-b990d9d47133,Vivo,2982473193159572317,android,15
2025-11-23 21:27:31,,Samsung,5190751363647313889,android,15
2025-11-23 19:28:06,,Lenovo,6267440633828809650,android,15
2025-11-24 00:05:38,,Honor,10990876890451316901,android,14
2025-11-24 12:07:12,,Xiaomi,17789666671232121305,android,10
2025-11-24 17:02:00,,Honor,10990876890451316901,android,14
2025-11-25 08:16:06,cb82e5fd-6a6a-4660-9865-0bc7bdc7969c,Redmi,10849695986120983545,android,13
2025-11-25 12:28:41,,Xiaomi,6198574428683979711,android,9
2025-11-26 22:03:59,,Samsung,6368327855787871302,android,12
2025-11-26 13:26:54,,Samsung,16956523018961813630,android,15
2025-11-26 10:24:47,,Samsung,15032858735456382616,android,12
2025-11-27 17:52:13,,Redmi,9134335181867688782,android,12
2025-11-27 15:06:38,,Samsung,14901027795046636037,android,11
2025-11-28 20:37:23,,Honor,3966389765342125213,android,14
2025-11-28 19:58:04,,Samsung,9029369837882351592,android,12
2025-11-29 11:14:27,,Honor,134642192778508833,android,14
2025-11-29 15:04:59,,Oppo,570817197209306998,android,13
2025-11-29 17:02:54,,LG,650421344247495517,android,10
2025-11-29 01:40:07,,Oppo,657334613234328171,android,11
2025-11-29 13:11:35,,Huawei,2617073586176000805,android,9
2025-11-29 13:57:13,,Realme,5609556350865805092,android,14
2025-11-29 16:43:09,,Samsung,10027611346928255926,android,11
2025-11-29 13:19:31,,General Mobile,16127663363546302785,android,14
2025-11-29 00:30:33,,Lenovo,17009207320328834517,android,10
2025-11-29 04:38:18,,OnePlus,3528288291111962092,android,11
2025-11-30 08:17:35,,Motorola,1373689275549002983,android,12
2025-11-30 23:40:08,,Samsung,1970106602640881270,android,14
2025-11-30 18:03:05,,Lenovo,5384608914470516888,android,15
2025-11-30 08:32:08,,Oppo,5615483579037174808,android,15
2025-11-30 13:40:12,,Redmi,7065188145430026134,android,13
2025-11-30 19:24:43,,Samsung,14468012987268306907,android,15
2025-11-16 19:11:59,,Samsung,3459855302937637585,android,13
2025-11-16 11:43:11,,Oppo,13939457507519108396,android,9
2025-11-17 19:46:03,,Samsung,10695869268719012155,android,14
2025-11-17 17:29:13,,Samsung,14031083607013823462,android,13
2025-11-18 14:18:52,,Samsung,14017526690145060997,android,8.0.0
2025-11-19 03:27:58,,Motorola,2807497936921376094,android,15
2025-11-21 01:51:26,,Samsung,7369432705305404110,android,15
2025-11-21 02:17:33,,Samsung,11052379150717691022,android,11
2025-11-22 08:28:10,,Redmi,310704812661907105,android,15
2025-11-23 19:21:35,,Zte,10130338198921275643,android,14
2025-11-24 15:26:58,,TCL,4609861610918866175,android,12
2025-11-24 00:23:09,7154f363-c1e3-48f9-ab7a-550fe9877c06,Oppo,6195796381501309473,android,15
2025-11-24 12:46:19,,Redmi,8061134161645061747,android,14
2025-11-24 11:55:54,,Oppo,13337844713583421955,android,15
2025-11-25 05:49:00,,Samsung,1356186048817968308,android,15
2025-11-25 15:59:10,,Motorola,3341036497726824211,android,13
2025-11-25 11:00:05,02b7b9d0-529d-4b5e-b6e8-2b37520092d6,Samsung,7582480749934262672,android,12
2025-11-25 11:25:15,,Redmi,15076044028128694372,android,10
2025-11-25 06:18:58,,Honor,15266347684024406384,android,15
2025-11-26 16:11:13,,Motorola,3951665437245098745,android,14
2025-11-26 19:07:02,,Zte,9284983231173917873,android,15
2025-11-26 00:38:00,,Zte,17539226553499668546,android,14
2025-11-26 03:40:11,7154f363-c1e3-48f9-ab7a-550fe9877c06,Oppo,6195796381501309473,android,15
2025-11-28 16:27:36,,Radger,840139363463198225,android,13
2025-11-28 23:01:09,,Motorola,10655006725159250478,android,11
2025-11-30 14:04:48,,Z40 pro,8376194498492894997,android,8.1.0
2025-11-30 01:15:03,,Zte,11320626372191042836,android,14
2025-11-30 18:52:10,,Samsung,13389371078622098188,android,15
2025-11-30 23:23:49,43a73a14-e5a9-451e-99d1-7ecf67431525,Vivo,17165834153844645011,android,11
2025-11-06 11:45:34,,Samsung,6133645058719404177,android,12
2025-11-14 07:30:21,,POCO,8117933212570569529,android,14
2025-11-15 20:13:51,,Motorola,10770073389584048095,android,12
2025-11-16 23:22:13,,Motorola,10052126443522702689,android,14
2025-11-16 19:59:08,,Samsung,12708082709762812281,android,13
2025-11-16 12:18:37,,Motorola,17005001804673792132,android,14
2025-11-17 08:34:53,,Samsung,7230000832703283073,android,14
2025-11-17 14:26:07,d5978ee3-8acf-47b4-9f64-c80861791be1,Samsung,7987238166214596789,android,12
2025-11-17 18:23:03,,Samsung,10459167526643777481,android,15
2025-11-17 00:11:04,,Xiaomi,17400119885151709213,android,15
2025-11-18 13:49:16,,Samsung,5549209810341301085,android,9
2025-11-20 18:33:53,,Samsung,10058219029559464087,android,13
2025-11-21 22:52:30,335c1cdd-3428-487e-9966-b217faff0be8,Zte,11452613784492318384,android,11
2025-11-21 03:34:42,,Redmi,14253652157038228312,android,11
2025-11-22 15:39:30,,Vivo,1701474666437035789,android,15
2025-11-22 12:07:24,,ACE (Global),3457784668450339174,android,14
2025-11-23 17:18:13,,Zte,2110528452003237381,android,10
2025-11-24 13:43:12,,Samsung,16694485569115471190,android,13
2025-11-24 16:39:37,,Motorola,5198553127273908601,android,14
2025-11-25 13:26:02,5b87c1e2-cae0-43f6-bcdc-6760fcc6edd5,Honor,5871310147900312785,android,14
2025-11-25 15:17:34,,Huawei,16024597694385401907,android,10
2025-11-26 08:16:38,,Samsung,5029271264336623219,android,12
2025-11-26 03:24:30,,Honor,5417015877656447576,android,14
2025-11-26 02:12:37,,Blu,11826814350330259093,android,13
2025-11-28 19:02:02,,Motorola,15360060596403968241,android,9
2025-11-29 05:00:17,,Oppo,6153922125369143113,android,7.1.1
2025-11-29 04:55:17,,Motorola,11174942556558810401,android,14
2025-11-30 04:37:36,,Redmi,648685894170497864,android,12
2025-11-30 16:57:40,,Xiaomi,7491352185227247573,android,10
2025-11-30 16:37:31,,Realme,13509059958778145455,android,14
2025-11-30 07:06:15,,Sony,18199307913625428701,android,11
2025-11-05 07:02:09,157307cd-4ec1-4831-9684-1bb5d6130496,Vivo,15373405566124280590,android,9
2025-11-05 04:47:30,86810268-bb3c-4120-bcca-c7d8c3dc0935,Samsung,11121283548370469541,android,9
2025-11-10 09:15:59,,Samsung,11124102647624179096,android,12
2025-11-16 04:07:45,,Samsung,17137215535078189100,android,15
2025-11-21 01:34:18,1bc12ec1-2ffc-4865-b58d-e13176626d52,Samsung,2807645309488641933,android,14
2025-11-21 23:17:34,,Motorola,7400480603727956704,android,14
2025-11-22 12:27:43,,Samsung,12214676175399238482,android,15
2025-11-25 08:03:52,,Xiaomi,16697483654137480553,android,9
2025-11-26 16:38:05,,Samsung,5173560729121845823,android,13
2025-11-26 04:09:19,def4736c-54ea-4f02-925a-8349bb140f0d,Samsung,13080336219505210022,android,12
2025-11-27 22:25:47,,Redmi,5448120790844825911,android,10
2025-11-28 19:13:38,,Xiaomi,1263226749818069910,android,13
2025-11-28 23:04:21,,Samsung,15471499087298770426,android,15
2025-11-28 23:19:27,,HTC,15817558174036437625,android,12
2025-11-28 06:07:52,,Samsung,7058885561257701099,android,12
2025-11-29 14:31:35,,Honor,7505522935362844870,android,14
2025-11-29 11:57:55,,Redmi,11357416938762225789,android,14
2025-11-15 01:57:39,,Samsung,13840027156202723509,android,15
2025-11-16 03:58:26,ca923868-1b76-4171-8d14-903a0a94df94,Realme,9690969117651436524,android,15
2025-11-17 16:33:25,,Samsung,2784336406500608600,android,12
2025-11-17 01:06:00,,Oppo,4240894178246792509,android,15
